"","borough","neighborhood","building class category","tax class at present","block","lot","ease-ment","building class at present","address","apartment number","zip code","residential units","commercial units","total units","land square feet","gross square feet","year built","tax class at time of sale","building class at time of sale","sale price","sale date","sale.price.n","land.sqft","year.built","outliers"
"14759",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6625,70," ","A9","1621-23 WEST 7TH STREET                  ","            ",11223,1,0,1,2000,1344,1925,1,"A9",650000,2016-10-14,650000,2000,1925,0
"14761",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6629,6," ","A5","308 AVENUE P                             ","            ",11204,1,0,1,2667,1756,1925,1,"A5",1150000,2016-04-26,1150000,2667,1925,0
"14764",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6647,37," ","A5","1760 WEST 9 STREET                       ","            ",11223,1,0,1,1700,1238,1910,1,"A5",820000,2016-12-12,820000,1700,1910,0
"14767",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6655,53," ","A9","1747 WEST 2ND   STREET                   ","            ",11223,1,0,1,2060,1144,1920,1,"A9",750000,2016-07-20,750000,2060,1920,0
"14768",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6676,19," ","A5","1832 WEST 4TH STREET                     ","            ",11223,1,0,1,2100,1680,1920,1,"A5",968000,2016-11-23,968000,2100,1920,0
"14769",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6676,47," ","A1","227 AVENUE S                             ","            ",11223,1,0,1,1875,1332,1920,1,"A1",748000,2016-08-12,748000,1875,1920,0
"14772",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6678,157," ","A9","13 LLOYD COURT                           ","            ",11223,1,0,1,2117,1156,1925,1,"A9",730000,2016-11-10,730000,2117,1925,0
"14775",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6873,37," ","A5","8705 23RD   AVENUE                       ","            ",11214,1,0,1,1643,1776,1950,1,"A5",830000,2016-09-07,830000,1643,1950,0
"14777",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6895,34," ","A5","195 BAY 40TH   STREET                    ","            ",11214,1,0,1,1740,1152,1960,1,"A5",170000,2016-02-18,170000,1740,1960,0
"14779",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6899,30," ","A9","133 BAY 44TH STREET                      ","            ",11214,1,0,1,2140,860,1925,1,"A9",580000,2016-10-31,580000,2140,1925,0
"14780",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6900,1," ","S1","2721 HARWAY AVENUE                       ","            ",11214,1,1,2,3867,2794,1950,1,"S1",1288000,2016-12-19,1288000,3867,1950,0
"14781",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6901,61," ","A2","86 BAY 47TH STREET                       ","            ",11214,1,0,1,1933,312,1925,1,"A2",405000,2016-10-24,405000,1933,1925,0
"14782",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6910,27," ","A9","2604 HARWAY AVENUE                       ","            ",11214,1,0,1,1786,864,1940,1,"A9",448000,2016-03-07,448000,1786,1940,0
"14783",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6914,44," ","A3","189 BAY 46TH STREET                      ","            ",11214,1,0,1,1933,820,1920,1,"A3",946972,2016-02-29,946972,1933,1920,0
"14784",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6914,54," ","A9","165 BAY 46TH STREET                      ","            ",11214,1,0,1,1933,1149,1920,1,"A9",499000,2016-03-30,499000,1933,1920,0
"14785",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6914,68," ","A9","2742 HARWAY AVENUE                       ","            ",11214,1,0,1,1843,1184,1915,1,"A9",473000,2016-03-14,473000,1843,1915,0
"14788",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6939,74," ","A5","2063 SHORE PARKWAY                       ","            ",11214,1,0,1,1457,928,1945,1,"A5",640000,2016-07-20,640000,1457,1945,0
"14790",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6940,42," ","A2","217 BAY 49TH   STREET                    ","            ",11214,1,0,1,2000,756,1935,1,"A2",590000,2016-05-11,590000,2000,1935,0
"14792",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6950,117," ","A2","133 BAY 53RD STREET                      ","            ",11214,1,0,1,2000,640,1920,1,"A2",385000,2016-05-31,385000,2000,1920,0
"14795",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6997,103," ","A1","1405 NEPTUNE AVENUE                      ","            ",11224,1,0,1,929,920,1920,1,"A1",269000,2016-02-09,269000,929,1920,0
"14798",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7080,12," ","A5","1916 WEST 8TH STREET                     ","            ",11223,1,0,1,1875,1296,1910,1,"A5",753000,2016-03-22,753000,1875,1910,0
"14800",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7083,34," ","A5","1960 WEST 5TH STREET                     ","            ",11223,1,0,1,1800,1656,1901,1,"A5",715000,2016-07-08,715000,1800,1901,0
"14801",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7083,37," ","A5","1968 WEST 5TH STREET                     ","            ",11223,1,0,1,1800,1656,1901,1,"A5",760000,2016-09-21,760000,1800,1901,0
"14802",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7085,14," ","A5","421 APPLEGATE COURT                      ","            ",11223,1,0,1,1500,1184,1925,1,"A5",733000,2016-11-09,733000,1500,1925,0
"14804",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7085,132," ","A9","202 VAN SICKLEN STREET                   ","            ",11223,1,0,1,1509,1280,1925,1,"A9",590000,2016-12-20,590000,1509,1925,0
"14805",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7085,159," ","A1","1927 WEST 3                              ","            ",11223,1,0,1,1890,1380,1925,1,"A1",680000,2016-05-02,680000,1890,1925,0
"14806",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7086,90," ","A1","123 VAN SICKLEN ST                       ","            ",11223,1,0,1,1788,1176,1930,1,"A1",750500,2016-06-15,750500,1788,1930,0
"14807",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7101,75," ","A9","2023 WEST 5TH   STREET                   ","            ",11223,1,0,1,2000,960,1925,1,"A9",490000,2016-03-29,490000,2000,1925,0
"14808",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7103,51," ","A3","273 LAKE STREET                          ","            ",11223,1,0,1,2625,1806,1910,1,"A3",1520000,2016-09-27,1520000,2625,1910,0
"14811",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7120,57," ","A5","2147 WEST 7TH STREET                     ","            ",11223,1,0,1,1600,1004,1925,1,"A5",690000,2016-04-15,690000,1600,1925,0
"14814",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7143,22," ","A5","2240A WEST 7TH STREET                    ","            ",11223,1,0,1,665,952,1925,1,"A5",655000,2016-04-27,655000,665,1925,0
"14815",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7143,34," ","A5","2266 WEST 7TH STREET                     ","            ",11223,1,0,1,665,952,1925,1,"A5",578000,2016-10-31,578000,665,1925,0
"14816",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7143,35," ","S1","2268 WEST 7TH STREET                     ","            ",11223,1,1,2,620,1240,1930,1,"S1",396800,2016-02-01,396800,620,1930,0
"14817",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7143,120," ","A5","2236 WEST 7TH   STREET                   ","            ",11223,1,0,1,665,952,1925,1,"A5",515000,2016-06-21,515000,665,1925,0
"14818",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7143,122," ","A5","2242 WEST 7TH   STREET                   ","            ",11223,1,0,1,665,952,1925,1,"A5",545000,2016-09-28,545000,665,1925,0
"14819",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7143,124," ","A5","2250 WEST 7TH   STREET                   ","            ",11223,1,0,1,665,952,1925,1,"A5",575000,2016-08-24,575000,665,1925,0
"14821",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7149,28," ","A9","2452 MC DONALD AVENUE                    ","            ",11223,1,0,1,2100,668,1910,1,"A9",448000,2016-10-03,448000,2100,1910,0
"14823",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7166,31," ","A1","2346 BOYNTON PLACE                       ","            ",11223,1,0,1,13845,2992,1955,1,"A1",1500000,2016-01-14,1500000,13845,1955,0
"14824",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",7169,42," ","A5","503 VAN SICKLEN STREET                   ","            ",11223,1,0,1,1404,1962,1901,1,"A5",661000,2016-11-10,661000,1404,1901,0
"14825",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6383,60," ","B2","8642 23RD AVENUE                         ","            ",11214,2,0,2,2900,2772,1920,1,"B2",1260000,2016-11-15,1260000,2900,1920,0
"14826",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6383,60," ","B2","8642 23RD   AVENUE                       ","            ",11214,2,0,2,2900,2772,1920,1,"B2",1200000,2016-08-15,1200000,2900,1920,0
"14827",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6416,20," ","B2","137 BAY 31ST STREET                      ","            ",11214,2,0,2,2223,2720,1920,1,"B2",1100000,2016-10-13,1100000,2223,1920,0
"14828",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6416,73," ","B9","156 BAY 32ND   STREET                    ","            ",11214,2,0,2,2030,2714,1965,1,"B9",1050000,2016-08-11,1050000,2030,1965,0
"14829",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6448,25," ","B1","8785 BAY PARKWAY                         ","            ",11214,2,0,2,2223,1912,1950,1,"B1",930000,2016-02-05,930000,2223,1950,0
"14832",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6577,28," ","B9","1356 WEST 7TH                            ","            ",11204,2,0,2,2300,3200,1950,1,"B9",875000,2016-07-14,875000,2300,1950,0
"14833",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6578,29," ","B2","1348 WEST 6TH STREET                     ","            ",11204,2,0,2,2483,2360,1925,1,"B2",989000,2016-12-14,989000,2483,1925,0
"14834",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6581,10," ","B1","2362 65TH   STREET                       ","            ",11204,2,0,2,2000,2300,1960,1,"B1",899000,2016-03-22,899000,2000,1960,0
"14837",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6599,48," ","B1","1600 W. 7TH STREET                       ","            ",11204,2,0,2,1265,1980,1930,1,"B1",850000,2016-12-13,850000,1265,1930,0
"14841",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6601,74," ","B1","1545 WEST 6TH STREET                     ","            ",11204,2,0,2,2000,2344,1940,1,"B1",1100000,2016-12-20,1100000,2000,1940,0
"14842",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6601,74," ","B1","1545 WEST 6TH   STREET                   ","            ",11204,2,0,2,2000,2344,1940,1,"B1",1050000,2016-06-17,1050000,2000,1940,0
"14843",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6601,75," ","B1","1543 WEST 6TH STREET                     ","            ",11204,2,0,2,2000,2344,1940,1,"B1",560000,2016-05-17,560000,2000,1940,0
"14851",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6620,57," ","B2","1649 WEST 12TH STREET                    ","            ",11223,2,0,2,2625,2400,1920,1,"B2",983000,2016-06-30,983000,2625,1920,0
"14852",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6621,21," ","B3","1638 WEST 10TH   STREET                  ","            ",11223,2,0,2,2000,1448,1930,1,"B3",663000,2016-10-13,663000,2000,1930,0
"14853",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6622,20," ","B2","1630 WEST 9TH STREET                     ","            ",11223,2,0,2,2667,2304,1930,1,"B2",1125000,2016-10-19,1125000,2667,1930,0
"14855",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6623,29," ","B1","1654 WEST 8TH   STREET                   ","            ",11223,2,0,2,2000,2480,1930,1,"B1",1220000,2016-02-05,1220000,2000,1930,0
"14856",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6624,13," ","B2","1618 WEST 7TH STREET                     ","            ",11223,2,0,2,2300,1696,1930,1,"B2",992000,2016-11-21,992000,2300,1930,0
"14857",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6624,75," ","B2","1605 WEST 8TH   STREET                   ","            ",11223,2,0,2,2145,2160,1930,1,"B2",1130000,2016-09-26,1130000,2145,1930,0
"14862",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6629,36," ","B2","1672 WEST 2ND STREET                     ","            ",11223,2,0,2,2000,1348,1925,1,"B2",220000,2016-08-11,220000,2000,1925,0
"14863",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6629,36," ","B2","1672 WEST 2ND   STREET                   ","            ",11223,2,0,2,2000,1348,1925,1,"B2",625000,2016-08-11,625000,2000,1925,0
"14865",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6643,10," ","B1","1712 WEST 13TH STREET                    ","            ",11223,2,0,2,2200,2006,1925,1,"B1",1180000,2016-11-04,1180000,2200,1925,0
"14866",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6643,27," ","B2","1752 WEST 13TH STREET                    ","            ",11223,2,0,2,2533,2520,1920,1,"B2",999000,2016-06-22,999000,2533,1920,0
"14867",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6643,27," ","B2","1752 WEST 13TH STREET                    ","            ",11223,2,0,2,2533,2520,1920,1,"B2",999000,2016-03-17,999000,2533,1920,0
"14869",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6643,28," ","B2","1754 WEST 13TH STREET                    ","            ",11223,2,0,2,2900,2520,1920,1,"B2",1230000,2016-03-24,1230000,2900,1920,0
"14870",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6643,44," ","B3","19 HIGHLAWN AVENUE                       ","            ",11223,2,0,2,2500,1716,1920,1,"B3",938000,2016-11-08,938000,2500,1920,0
"14871",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6643,82," ","B1","1719 STILLWELL AVENUE                    ","            ",11223,2,0,2,1883,1989,1955,1,"B1",998000,2016-09-20,998000,1883,1955,0
"14873",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6646,9," ","S2","94 QUENTIN ROAD                          ","            ",11223,2,1,3,2140,3400,1931,1,"S2",1310000,2016-01-20,1310000,2140,1931,0
"14877",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6648,16," ","S2","242 KINGS HIGHWAY                        ","            ",11223,2,1,3,2000,3306,1931,1,"S2",1310000,2016-02-02,1310000,2000,1931,0
"14878",3,"GRAVESEND                ","02  TWO FAMILY DWELLINGS                    ","1.000000",6648,69," ","B3","1781 W 9 STREET                          ","            ",11223,2,0,2,1700,1296,1910,1,"B3",768000,2016-04-13,768000,1700,1910,0
